"年月日","牡羊座","牡牛座","双子座","蟹座","獅子座","乙女座","天秤座","蠍座","射手座","山羊座","水瓶座","魚座"
"20200331","6","3","5","12","8","7","1","2","9","11","10","4"
"20200401","4","11","6","8","9","1","7","10","12","3","5","2"
"20200402","1","2","10","5","11","3","12","9","8","7","6","4"
"20200403","12","10","8","7","9","3","6","4","11","5","2","1"
"20200404","5","11","12","2","3","1","6","4","10","7","9","8"
"20200405","9","7","11","12","6","5","1","4","10","3","2","8"
"20200406","6","2","4","12","3","5","7","10","11","9","8","1"
"20200407","12","6","1","7","9","10","4","11","8","3","5","2"
"20200408","4","12","1","2","9","7","3","10","5","8","6","11"
"20200409","4","1","7","3","10","2","6","11","8","5","12","9"
"20200410","12","1","6","7","8","5","2","10","9","11","4","3"
"20200411","1","8","6","4","11","7","9","3","10","2","5","12"
"20200412","3","9","8","2","6","7","4","5","10","1","12","11"
"20200413","7","9","5","10","3","6","11","8","12","4","2","1"
"20200414","12","8","7","11","10","5","2","6","3","4","9","1"
"20200415","12","11","6","8","4","9","10","7","3","2","1","5"
"20200416","4","6","1","10","7","2","11","12","5","3","8","9"
"20200417","5","8","4","9","1","11","7","6","2","10","3","12"
"20200418","6","9","2","5","1","3","10","7","8","11","4","12"
"20200419","2","3","5","4","6","1","11","9","7","12","8","10"
"20200420","1","5","12","2","8","11","10","4","9","7","3","6"
"20200421","6","11","3","8","2","12","4","10","5","9","7","1"
"20200422","8","7","10","11","2","12","9","1","4","3","5","6"
"20200423","5","4","12","6","8","1","3","11","2","7","10","9"
"20200424","1","7","9","6","10","4","3","12","8","2","11","5"
"20200425","10","9","7","2","3","8","12","4","11","6","1","5"
"20200426","4","8","12","1","11","7","6","2","10","5","3","9"
"20200427","8","11","2","6","3","5","7","10","4","9","1","12"
"20200428","9","1","3","2","6","10","8","4","5","12","7","11"
"20200429","8","7","2","4","5","6","3","9","10","1","12","11"
"20200430","9","7","5","10","6","8","11","3","12","2","4","1"
"20200501","1","9","3","10","4","6","7","2","5","12","8","11"
"20200502","12","4","2","3","11","6","8","10","5","1","7","9"
"20200503","1","2","6","4","9","8","3","11","5","12","10","7"
"20200504","5","9","3","12","6","7","1","2","11","10","4","8"
"20200505","3","10","1","5","12","7","2","9","4","8","11","6"
"20200506","6","12","9","4","5","8","7","2","10","11","1","3"
"20200507","7","10","1","5","9","4","8","11","12","6","3","2"
"20200508","8","12","9","2","3","10","1","7","5","4","6","11"
"20200509","1","10","2","4","6","11","3","9","7","8","5","12"
"20200510","6","2","9","10","11","12","8","4","1","5","3","7"
"20200511","10","4","1","2","7","8","11","9","3","5","12","6"
"20200512","8","9","12","7","4","5","10","3","11","6","1","2"
"20200513","5","1","4","10","2","11","6","3","7","8","12","9"
"20200514","5","12","1","7","2","3","11","8","10","6","9","4"
"20200515","7","11","8","4","3","12","1","10","5","2","9","6"
"20200516","7","4","12","6","10","8","11","9","5","3","1","2"
"20200517","8","5","9","6","4","12","2","11","3","10","1","7"
"20200518","7","2","9","11","8","5","12","4","6","3","10","1"
"20200519","6","8","11","1","10","4","9","7","3","12","2","5"
"20200520","1","5","7","10","2","4","9","6","3","12","8","11"
"20200521","2","8","4","6","7","12","1","10","3","11","9","5"
"20200522","5","1","12","4","2","8","9","3","11","6","7","10"
"20200523","4","1","10","12","5","8","3","9","6","2","7","11"
"20200524","7","2","5","9","11","4","8","10","12","6","3","1"
"20200525","11","1","10","6","2","5","7","9","3","8","12","4"
"20200526","6","3","11","5","10","8","12","7","2","4","1","9"
"20200527","10","5","11","3","6","12","7","4","2","1","8","9"
"20200528","9","1","12","11","5","3","7","6","10","4","2","8"
"20200529","7","8","3","1","6","9","2","5","10","12","4","11"
"20200530","6","9","3","8","7","5","12","2","1","4","10","11"
"20200531","5","4","9","10","1","7","2","12","11","6","3","8"
"20200601","6","2","10","7","11","1","9","8","12","5","4","3"
"20200602","2","11","7","8","3","1","10","4","12","6","5","9"
"20200603","5","11","8","1","9","7","12","6","2","4","3","10"
"20200604","6","5","9","4","1","10","11","8","12","3","7","2"
"20200605","9","7","11","12","6","3","5","8","10","2","4","1"
"20200606","8","4","7","6","12","11","5","3","1","2","9","10"
"20200607","4","1","12","5","8","9","2","10","6","11","3","7"
"20200608","5","3","4","8","2","7","10","9","11","1","6","12"
"20200609","4","10","11","5","2","9","1","6","8","3","7","12"
"20200610","3","7","5","4","6","10","1","9","2","11","8","12"
"20200611","8","5","9","3","12","7","11","4","10","2","6","1"
"20200612","12","3","6","5","9","10","1","4","7","8","2","11"
"20200613","1","5","7","11","2","4","8","10","3","9","6","12"
"20200614","1","3","7","8","10","11","5","9","6","12","2","4"
"20200615","11","3","6","9","10","2","4","1","12","7","8","5"
"20200616","12","8","10","11","3","2","7","4","1","5","9","6"
"20200617","8","11","10","3","4","6","12","9","2","1","7","5"
"20200618","10","2","12","11","8","1","7","3","6","5","4","9"
"20200619","5","9","10","4","7","8","1","3","11","12","2","6"
"20200620","4","11","3","6","8","7","12","5","10","9","2","1"
"20200621","5","6","10","8","7","9","11","4","12","3","2","1"
"20200622","4","8","7","1","5","9","3","6","11","10","2","12"
"20200623","7","8","2","4","12","5","3","9","10","6","11","1"
"20200624","10","6","2","7","9","4","1","8","12","11","3","5"
"20200625","10","12","5","6","11","9","1","7","2","4","8","3"
"20200626","4","5","3","11","6","2","9","1","8","10","12","7"
"20200627","12","11","8","6","2","4","3","1","5","10","7","9"
"20200628","9","2","1","10","6","3","4","8","12","7","5","11"
"20200629","2","3","12","9","1","11","7","4","5","6","10","8"
"20200630","1","8","2","12","11","10","7","3","6","9","4","5"
"20200701","8","12","11","5","10","6","2","7","9","1","3","4"
"20200702","10","6","2","9","12","7","5","4","1","8","11","3"
"20200703","6","3","7","12","9","11","5","1","2","8","10","4"
"20200704","6","2","12","10","4","1","9","7","11","5","8","3"
"20200705","6","3","1","4","2","7","8","9","11","5","12","10"
"20200706","2","5","11","3","12","7","1","6","4","9","8","10"
"20200707","1","4","3","12","7","6","2","9","5","8","10","11"
"20200708","5","11","4","7","2","3","10","1","6","12","9","8"
"20200709","4","11","5","10","2","9","1","3","6","12","7","8"
"20200710","11","7","6","1","9","5","3","10","8","12","2","4"
"20200711","6","10","4","8","11","3","1","9","12","5","2","7"
"20200712","6","12","3","2","4","9","10","11","7","5","8","1"
"20200713","11","3","10","9","1","5","8","7","12","2","4","6"
"20200714","5","9","6","3","11","10","8","4","7","2","12","1"
"20200715","5","1","12","9","4","2","7","11","10","8","3","6"
"20200716","10","9","1","3","5","12","2","8","7","6","11","4"
"20200717","11","8","12","3","4","9","6","1","10","5","7","2"
"20200718","8","9","11","10","6","3","1","5","2","12","4","7"
"20200719","10","6","2","11","9","12","5","1","8","3","7","4"
"20200720","11","6","2","9","8","1","7","3","10","12","4","5"
"20200721","10","6","12","4","3","2","1","9","5","11","7","8"
"20200722","11","3","2","7","5","12","8","4","10","6","1","9"
"20200723","7","4","11","12","5","8","6","2","3","1","9","10"
"20200724","11","3","2","6","1","7","9","8","12","5","10","4"
"20200725","1","7","3","4","8","12","10","2","9","11","5","6"
"20200726","2","4","11","9","8","5","3","1","12","6","7","10"
"20200727","2","12","10","5","9","4","3","7","1","8","11","6"
"20200728","7","3","8","11","12","5","2","6","4","1","9","10"
"20200729","9","8","7","6","4","11","10","3","1","12","2","5"
"20200730","9","12","7","2","5","1","11","4","10","6","3","8"
"20200731","8","10","4","12","2","7","5","9","1","6","3","11"
"20200801","3","8","11","9","12","2","4","5","10","1","7","6"
"20200802","10","8","2","11","9","7","4","1","6","5","12","3"
"20200803","8","11","4","3","6","5","2","9","7","10","1","12"
"20200804","10","12","1","4","5","7","11","6","2","8","3","9"
"20200805","5","9","10","1","8","4","12","11","6","3","2","7"
"20200806","8","10","12","2","7","9","5","11","6","3","4","1"
"20200807","2","1","3","11","10","6","8","12","5","7","9","4"
"20200808","9","11","8","2","12","1","5","7","6","4","3","10"
"20200809","6","12","5","8","2","3","10","4","7","1","11","9"
"20200810","11","1","8","7","4","2","3","10","5","12","6","9"
"20200811","10","3","11","7","8","6","1","4","12","2","9","5"
"20200812","8","5","12","10","7","9","6","11","2","4","3","1"
"20200813","3","6","10","11","4","1","2","5","8","7","9","12"
"20200814","10","4","1","7","2","5","6","8","9","11","3","12"
"20200815","12","9","5","4","6","11","7","10","2","1","3","8"
"20200816","8","2","5","1","6","12","10","3","9","11","7","4"
"20200817","9","11","4","7","10","8","3","1","5","2","12","6"
"20200818","5","7","8","6","12","11","3","1","10","4","9","2"
"20200819","5","9","10","7","8","4","1","12","6","3","2","11"
"20200820","11","8","12","6","5","4","2","3","9","10","7","1"
"20200821","12","6","7","2","3","11","10","5","4","8","1","9"
"20200822","4","12","10","3","6","9","5","2","1","11","8","7"
"20200823","9","1","3","5","4","11","7","8","6","2","10","12"
"20200824","4","7","11","1","10","9","3","2","12","5","8","6"
"20200825","1","10","7","5","12","4","2","11","6","3","8","9"
"20200826","12","8","2","6","5","4","7","11","1","9","3","10"
"20200827","4","5","2","8","7","11","9","3","1","12","10","6"
"20200828","12","10","7","11","8","9","4","2","6","1","3","5"
"20200829","5","4","12","11","6","2","8","10","7","1","3","9"
"20200830","7","2","6","3","10","1","8","12","4","11","9","5"
"20200831","7","9","4","6","2","3","5","11","1","10","12","8"
"20200901","8","4","5","9","1","3","12","6","10","11","2","7"
"20200902","12","7","8","6","2","9","10","1","4","5","11","3"
"20200903","9","5","4","8","11","7","3","10","1","2","6","12"
"20200904","2","1","9","5","12","4","10","3","7","6","8","11"
"20200905","11","12","7","4","10","8","3","6","2","5","1","9"
"20200906","10","12","4","1","7","5","11","9","3","6","8","2"
"20200907","5","10","8","9","4","3","12","2","6","11","1","7"
"20200908","1","10","4","12","7","2","5","6","3","9","11","8"
"20200909","8","12","9","1","6","11","5","10","4","7","3","2"
"20200910","9","11","6","1","12","3","7","10","5","4","2","8"
"20200911","12","9","10","8","3","6","1","4","5","2","7","11"
"20200912","3","5","1","7","12","2","10","4","8","6","9","11"
"20200913","7","4","1","11","3","12","5","6","10","2","9","8"
"20200914","3","11","7","12","10","1","9","8","2","5","4","6"
"20200915","7","10","5","2","9","12","11","6","3","8","4","1"
"20200916","9","5","12","6","10","2","1","4","3","11","7","8"
"20200917","6","11","5","3","8","1","2","7","4","12","10","9"
"20200918","6","8","9","12","4","10","5","2","7","3","11","1"
"20200919","6","7","5","11","3","4","10","1","12","8","9","2"
"20200920","7","8","1","10","4","2","6","3","5","11","9","12"
"20200921","2","6","7","12","10","4","5","1","3","9","8","11"
"20200922","3","12","1","9","2","11","10","5","7","4","8","6"
"20200923","9","11","5","8","1","2","10","12","4","6","3","7"
"20200924","3","9","10","5","8","4","2","11","1","12","6","7"
"20200925","1","8","9","11","2","3","10","6","5","7","12","4"
"20200926","8","3","12","7","11","4","6","2","10","5","9","1"
"20200927","5","12","3","2","9","1","8","11","6","10","7","4"
"20200928","4","7","3","12","5","11","2","1","10","6","8","9"
"20200929","9","11","1","10","6","12","7","2","8","3","5","4"
"20200930","4","2","9","8","11","5","12","10","1","7","6","3"
"20201001","1","4","2","11","6","12","10","7","8","9","3","5"
"20201002","1","5","6","11","9","8","2","10","3","4","12","7"
"20201003","2","10","12","11","5","4","6","7","3","9","8","1"
"20201004","9","11","7","12","8","2","5","10","4","6","1","3"
"20201005","12","5","8","7","6","3","1","2","11","4","10","9"
"20201006","10","4","7","11","6","2","12","1","5","3","8","9"
"20201007","2","11","7","6","1","3","4","5","8","10","12","9"
"20201008","12","6","1","4","7","10","11","9","3","2","5","8"
"20201009","3","8","4","10","5","7","6","9","11","1","2","12"
"20201010","3","10","8","1","6","2","4","7","11","9","12","5"
"20201011","12","6","2","5","3","11","1","4","8","9","7","10"
"20201012","3","8","9","7","11","1","10","2","6","12","4","5"
"20201013","8","12","9","2","11","6","5","10","4","7","3","1"
"20201014","5","4","6","7","12","2","1","9","11","8","10","3"
"20201015","11","9","5","10","12","1","2","3","7","8","4","6"
"20201016","11","6","8","4","7","2","1","3","10","12","9","5"
"20201017","4","1","3","2","6","12","8","9","10","5","7","11"
"20201018","10","2","5","4","1","3","11","12","6","7","9","8"
"20201019","8","4","3","2","6","9","1","12","5","7","10","11"
"20201020","5","3","6","12","8","10","7","2","9","11","4","1"
"20201021","10","1","6","12","3","2","11","4","7","5","8","9"
"20201022","1","10","2","7","6","8","12","9","3","11","4","5"
"20201023","6","2","10","5","12","3","4","9","11","1","8","7"
"20201024","1","5","10","3","9","2","11","6","7","8","4","12"
"20201025","1","9","2","4","12","5","8","10","3","6","11","7"
"20201026","9","8","3","11","5","4","12","10","1","6","7","2"
"20201027","4","10","1","7","11","2","8","3","6","12","5","9"
"20201028","5","1","3","6","12","9","4","7","8","11","2","10"
"20201029","2","8","1","4","11","5","6","12","3","7","10","9"
"20201030","10","11","4","5","1","8","6","9","3","7","2","12"
"20201031","11","1","9","3","6","4","10","5","2","12","7","8"
"20201101","3","1","9","7","4","8","5","2","11","6","12","10"
"20201102","7","8","6","11","5","9","10","3","2","4","12","1"
"20201103","3","11","7","8","12","9","1","2","6","10","5","4"
"20201104","12","2","3","4","9","10","5","11","6","8","7","1"
"20201105","8","1","5","7","2","10","6","3","12","9","4","11"
"20201106","6","10","5","2","12","7","3","8","1","4","11","9"
"20201107","9","7","2","10","8","12","6","3","5","11","1","4"
"20201108","10","11","8","3","2","6","12","9","1","5","4","7"
"20201109","11","6","9","8","2","5","7","10","12","4","3","1"
"20201110","1","9","2","3","8","4","6","7","5","10","11","12"
"20201111","2","1","7","9","8","10","3","6","5","11","4","12"
"20201112","8","7","4","11","5","10","6","2","1","12","9","3"
"20201113","10","8","12","4","2","1","6","11","7","3","5","9"
"20201114","11","8","6","2","10","7","12","9","4","1","5","3"
"20201115","5","4","2","12","10","8","6","3","11","9","1","7"
"20201116","1","5","6","2","8","3","4","7","9","12","10","11"
"20201117","9","12","1","11","4","6","10","3","8","7","5","2"
"20201118","12","2","7","3","11","10","1","5","8","6","9","4"
"20201119","10","11","1","7","3","2","4","6","12","5","8","9"
"20201120","2","9","11","1","5","6","4","3","8","7","10","12"
"20201121","3","4","12","10","5","9","6","8","1","2","11","7"
"20201122","8","1","2","4","12","9","5","3","7","6","10","11"
"20201123","3","9","8","11","4","10","12","6","1","7","5","2"
"20201124","8","11","10","5","3","4","12","6","1","9","2","7"
"20201125","2","12","4","11","6","3","8","5","9","10","1","7"
"20201126","3","12","1","10","7","11","8","5","4","2","6","9"
"20201127","10","6","7","11","3","1","4","8","5","9","2","12"
"20201128","11","10","12","3","6","8","5","4","2","9","7","1"
"20201129","4","6","8","7","1","3","11","2","9","10","5","12"
"20201130","9","12","11","5","8","7","2","4","3","6","10","1"
"20201201","4","12","11","3","1","2","10","8","7","6","9","5"
"20201202","3","12","8","10","9","6","11","7","2","5","1","4"
"20201203","12","8","4","9","10","3","2","5","11","7","6","1"
"20201204","4","3","6","10","9","8","7","12","1","11","2","5"
"20201205","4","9","5","1","10","2","8","7","3","12","6","11"
"20201206","8","2","11","12","7","4","10","9","1","5","3","6"
"20201207","4","11","7","9","2","8","12","1","3","10","5","6"
"20201208","11","5","10","8","9","12","7","2","4","3","1","6"
"20201209","5","4","9","1","10","6","8","11","12","7","3","2"
"20201210","7","2","5","4","11","9","10","6","8","3","12","1"
"20201211","10","1","9","7","2","8","11","3","12","6","4","5"
"20201212","8","6","10","7","1","9","2","5","4","12","11","3"
"20201213","4","8","1","3","9","2","11","12","10","6","7","5"
"20201214","5","4","11","10","8","3","6","9","7","2","12","1"
"20201215","10","8","11","9","6","7","1","4","5","12","2","3"
"20201216","2","6","10","8","11","4","7","1","9","5","12","3"
"20201217","11","10","6","7","8","5","4","3","12","2","1","9"
